BlackhookWarRuneofGnawingPickup
Custom
Path -PL 22 -L -QA "-QD|200|-A|Port Woe Border Location|-T|QSC:Border|-E|K" -QA "-QD|200|-A|a wetland lacerator|-T|QSC:Border|-E|H" -CT "QSC:the Port Woe locals"
77.60 7.23 390.09
105.20 6.69 388.92
136.93 4.17 388.27
115.98 4.53 419.27
108.92 4.76 442.61
89.72 4.38 474.16
70.81 5.28 471.60
56.63 3.93 487.50
52.65 6.69 503.57
76.23 4.61 497.75
89.70 4.33 503.16
103.00 5.17 515.23
105.58 5.72 535.38
91.37 5.89 570.26
112.61 4.58 588.32
122.42 5.35 566.51
163.17 4.98 551.33
180.93 4.82 531.40
193.56 4.07 497.93
197.51 4.50 480.72
176.89 4.32 474.58
169.03 6.50 455.42
126.29 3.32 395.81
99.57 6.53 395.83
94.90 6.56 400.83
73.66 7.37 391.13
3.69 5.91 404.51
-44.21 6.69 395.72
-71.02 6.69 395.11
-74.97 6.47 346.53
-88.26 9.37 342.08
