111.62 0.95 128.81
125.93 0.95 129.23
138.37 0.95 126.41
148.96 0.95 118.49
170.11 1.03 96.51
Wait
20
170.11 1.03 96.51
203.22 0.50 120.17
226.34 0.53 132.70
253.50 0.53 148.25
305.62 0.66 178.59
335.89 4.92 198.94
345.35 4.61 210.56
Wait
20
345.35 4.61 210.56
332.39 4.85 231.12
310.12 0.56 246.62
284.89 1.43 254.97
261.88 2.05 260.45
238.18 0.54 265.05
225.95 0.87 267.61
211.06 0.86 272.73
201.25 0.60 276.55
Wait
20
201.25 0.60 276.55
211.88 0.77 273.22
253.30 2.06 260.25
274.82 2.10 253.50
300.08 0.54 245.59
330.40 4.85 234.53
Wait
20
330.40 4.85 234.53
337.73 4.64 216.57
345.92 4.61 196.87
366.10 4.86 171.66
370.57 5.03 167.17
368.73 3.14 159.86
357.95 0.55 121.85
352.76 2.11 103.57
348.88 2.42 87.68
342.81 0.80 61.00
340.13 0.57 35.10
349.69 0.55 20.65
